Image#,Source PDF,Year,Type of Chart,Secondary Type Of Chart,Description,PDF Link
95,Special Report: Global Warming of 1.5c Chapter 2 Mitigation Pathways Compatible with 1.5ï¿½C in the Context of Sustainable Development,2018,Box and Whiskers,Scatter Plot,"Pathways classification overview. (a) Average global mean temperature increase relative to 2010 as projected by FAIR and MAGICC in 2030, 2050 and 2100; (b) response of peak warming to cumulative CO2 emissions until net zero by MAGICC (red) and FAIR (blue); (c) decadal rate of average global mean temperature change from 2081 to 2100 as a function of the annual CO2 emissions averaged over the same period as given by FAIR (transparent squares) and MAGICC (filled circles).",https://www.ipcc.ch/site/assets/uploads/sites/2/2019/02/SR15_Chapter2_Low_Res.pdf
96,Special Report: Global Warming of 1.5c Chapter 2 Mitigation Pathways Compatible with 1.5ï¿½C in the Context of Sustainable Development,2018,Box and Whiskers,None,Global characteristics of a selection of short-lived non-CO2 emissions until mid-century for five pathway classes used in this chapter,https://www.ipcc.ch/site/assets/uploads/sites/2/2019/02/SR15_Chapter2_Low_Res.pdf
97,Special Report: Global Warming of 1.5c Chapter 2 Mitigation Pathways Compatible with 1.5ï¿½C in the Context of Sustainable Development,2018,Box and Whiskers,None,"Estimated aggregated effective radiative forcing of SLCFs for 1.5ï¿½C and 2ï¿½C pathway classes in 2010, 2020, 2030, 2050, and 2100, as estimated by the FAIR model (Smith et al., 2018",https://www.ipcc.ch/site/assets/uploads/sites/2/2019/02/SR15_Chapter2_Low_Res.pdf
98,Special Report: Global Warming of 1.5c Chapter 2 Mitigation Pathways Compatible with 1.5ï¿½C in the Context of Sustainable Development,2018,Bar Graph,None,"Land-use changes in 2050 and 2100 in the illustrative 1.5ï¿½C-consistent pathway archetypes (Fricko et al., 2017; Fujimori, 2017; Kriegler et al., 2017; Grubler et al., 2018; Rogelj et al., 2018)",https://www.ipcc.ch/site/assets/uploads/sites/2/2019/02/SR15_Chapter2_Low_Res.pdf
99,Special Report: Global Warming of 1.5c Chapter 2 Mitigation Pathways Compatible with 1.5ï¿½C in the Context of Sustainable Development,2018,Box and Whiskers,None,"Decomposition of transformation pathways into (a) energy demand, (b) carbon intensity of electricity, (c) the electricity share in final energy, and (d) the carbon intensity of the residual (non-electricity) fuel mix",https://www.ipcc.ch/site/assets/uploads/sites/2/2019/02/SR15_Chapter2_Low_Res.pdf
100,Special Report: Global Warming of 1.5c Chapter 2 Mitigation Pathways Compatible with 1.5ï¿½C in the Context of Sustainable Development,2018,Box and Whiskers,None,"CCS deployment in 1.5ï¿½C and 2ï¿½C pathways for (a) biomass, (b) coal and (c) natural gas (EJ of primary energy) and (d) the cumulative quantity of fossil (including from, e.g., cement production) and biomass CO2 stored via CCS (in GtCO2 stored). T",https://www.ipcc.ch/site/assets/uploads/sites/2/2019/02/SR15_Chapter2_Low_Res.pdf
101,Special Report: Global Warming of 1.5c Chapter 2 Mitigation Pathways Compatible with 1.5ï¿½C in the Context of Sustainable Development,2018,Bar Graph,Box and Whiskers,Historical and projected global energy investments.,https://www.ipcc.ch/site/assets/uploads/sites/2/2019/02/SR15_Chapter2_Low_Res.pdf
102,Special Report: Global Warming of 1.5c Chapter 2 Mitigation Pathways Compatible with 1.5ï¿½C in the Context of Sustainable Development,2018,Line Chart,None,Two main pathways for limiting global temperature rise to 1.5ï¿½C above pre-industrial levels are discussed in this Special Report,https://www.ipcc.ch/site/assets/uploads/sites/2/2019/02/SR15_Chapter2_Low_Res.pdf
103,Special Report: Global Warming of 1.5c Chapter 3 Impacts of 1.5ï¿½C of Global Warming on Natural and Human Systems,2018,Heat Map,Heat Map,"Projected changes in mean temperature (top) and mean precipitation (bottom) at 1.5ï¿½C (left) and 2ï¿½C (middle) of global warming compared to the pre-industrial period (1861ï¿½1880), and the difference between 1.5ï¿½C and 2ï¿½C of global warming (right).",https://www.ipcc.ch/site/assets/uploads/sites/2/2019/02/SR15_Chapter3_Low_Res.pdf
104,Special Report: Global Warming of 1.5c Chapter 3 Impacts of 1.5ï¿½C of Global Warming on Natural and Human Systems,2018,Heat Map,Heat Map,"Projected changes in the number of hot days (NHD; 10% warmest days) at 1.5ï¿½C (left) and at 2ï¿½C (middle) of global warming compared to the pre-industrial period (1861ï¿½1880), and the difference between 1.5ï¿½C and 2ï¿½C of warming (right)",https://www.ipcc.ch/site/assets/uploads/sites/2/2019/02/SR15_Chapter3_Low_Res.pdf
105,Special Report: Global Warming of 1.5c Chapter 3 Impacts of 1.5ï¿½C of Global Warming on Natural and Human Systems,2018,Heat Map,Unknown,"Projected changes in annual 5-day maximum precipitation (Rx5day) as a function of global warming for IPCC Special Report on the Risk of Extreme Events and Disasters to Advance Climate Change Adaptation (SREX) regions (see Figure 3.2),",https://www.ipcc.ch/site/assets/uploads/sites/2/2019/02/SR15_Chapter3_Low_Res.pdf
106,Special Report: Global Warming of 1.5c Chapter 3 Impacts of 1.5ï¿½C of Global Warming on Natural and Human Systems,2018,Line Chart,None,"Probability ratio (PR) of exceeding extreme temperature thresholds. (a) PR of exceeding the 99th (blue) and 99.9th (red) percentile of pre-industrial daily temperatures at a given warming level, averaged across land (from Fischer and Knutti, 2015). (b) PR for the hottest daytime temperature of the year (TXx).",https://www.ipcc.ch/site/assets/uploads/sites/2/2019/02/SR15_Chapter3_Low_Res.pdf
107,Special Report: Global Warming of 1.5c Chapter 3 Impacts of 1.5ï¿½C of Global Warming on Natural and Human Systems,2018,Line Chart,None,"Probability ratio (PR) of exceeding (heavy precipitation) thresholds. (a) PR of exceeding the 99th (blue) and 99.9th (red) percentile of pre-industrial daily precipitation at a given warming level, averaged across land (from Fischer and Knutti, 2015). (b) PR for precipitation extremes (RX1day) for different event probabilities (with RV indicating return values) in the current climate (1ï¿½C of global warming). Shading shows the interquartile (25ï¿½75%) range (from Kharin et al., 2018).",https://www.ipcc.ch/site/assets/uploads/sites/2/2019/02/SR15_Chapter3_Low_Res.pdf
108,Special Report: Global Warming of 1.5c Chapter 3 Impacts of 1.5ï¿½C of Global Warming on Natural and Human Systems,2018,Unknown,Heat Map,Significance of differences in regional mean precipitation and range of precipitation indices between the 1.5ï¿½C and 2ï¿½C global mean temperature targets (rows).,https://www.ipcc.ch/site/assets/uploads/sites/2/2019/02/SR15_Chapter3_Low_Res.pdf
109,Special Report: Global Warming of 1.5c Chapter 3 Impacts of 1.5ï¿½C of Global Warming on Natural and Human Systems,2018,Line Chart,Heat Map,Summary of the likelihood of increases/decreases in precipitation minus evapotranspiration (Pï¿½E) in Coupled Model Intercomparison Project Phase 5 (CMIP5),https://www.ipcc.ch/site/assets/uploads/sites/2/2019/02/SR15_Chapter3_Low_Res.pdf
110,Special Report: Global Warming of 1.5c Chapter 3 Impacts of 1.5ï¿½C of Global Warming on Natural and Human Systems,2018,Box and Whiskers,None,"Runoff changes in twenty-one of the worldï¿½s major river basins at 1.5ï¿½C (blue) and 2ï¿½C (orange) of global warming, simulated by the Joint UK Land Environment Simulator (JULES) ecosystemï¿½hydrology model under the ensemble of six climate projections.",https://www.ipcc.ch/site/assets/uploads/sites/2/2019/02/SR15_Chapter3_Low_Res.pdf
111,Special Report: Global Warming of 1.5c Chapter 3 Impacts of 1.5ï¿½C of Global Warming on Natural and Human Systems,2018,Line Chart,None,"Fraction of global natural vegetation (including managed forests) at risk of severe ecosystem change as a function of global mean temperature change for all ecosystems, models, global climate change models and Representative Concentration Pathways (RCPs).",https://www.ipcc.ch/site/assets/uploads/sites/2/2019/02/SR15_Chapter3_Low_Res.pdf
112,Special Report: Global Warming of 1.5c Chapter 3 Impacts of 1.5ï¿½C of Global Warming on Natural and Human Systems,2018,Heat Map,Heat Map,Threshold level of global temperature anomaly above pre-industrial levels that leads to significant local changes in terrestrial ecosystems. Regions with severe (coloured) or moderate (greyish) ecosystem transformation; delineation refers to the 90 biogeographic regions,https://www.ipcc.ch/site/assets/uploads/sites/2/2019/02/SR15_Chapter3_Low_Res.pdf
113,Special Report: Global Warming of 1.5c Chapter 3 Impacts of 1.5ï¿½C of Global Warming on Natural and Human Systems,2018,Heat Map,None,"Summary of additional risks of impacts from ocean warming (and associated climate change factors such ocean acidification) for a range of ocean organisms, ecosystems and sectors at 1.0ï¿½C, 1.5ï¿½C and 2.0ï¿½C of warming of the average sea surface temperature (SST) relative to the pre-industrial period",https://www.ipcc.ch/site/assets/uploads/sites/2/2019/02/SR15_Chapter3_Low_Res.pdf
114,Special Report: Global Warming of 1.5c Chapter 3 Impacts of 1.5ï¿½C of Global Warming on Natural and Human Systems,2018,Heat Map,None,"The dependence of risks and/or impacts associated with selected elements of human and natural systems on the level of climate change, adapted from Figure 3.21 and from AR5 WGII Chapter 19, Figure 19.4, and highlighting the nature of this dependence between 0ï¿½C and 2ï¿½C warming above pre-industrial levels. T",https://www.ipcc.ch/site/assets/uploads/sites/2/2019/02/SR15_Chapter3_Low_Res.pdf
115,Special Report: Global Warming of 1.5c Chapter 3 Impacts of 1.5ï¿½C of Global Warming on Natural and Human Systems,2018,Line Chart,None,Regional temperature scaling with carbon dioxide (CO2 ) concentration (ppm) from 1850 to 2099 for two different regions defined in the Special Report on Managing the Risks of Extreme Events and Disasters to Advance Climate Change Adaptation (SREX) for central Europe (CEU) (a) and central North America (CNA),https://www.ipcc.ch/site/assets/uploads/sites/2/2019/02/SR15_Chapter3_Low_Res.pdf
116,Special Report: Global Warming of 1.5c Chapter 3 Impacts of 1.5ï¿½C of Global Warming on Natural and Human Systems,2018,Heat Map,None,Range of projected realized temperatures at 1.5ï¿½C of global warming (due to stochastic noise and model-based spread).,https://www.ipcc.ch/site/assets/uploads/sites/2/2019/02/SR15_Chapter3_Low_Res.pdf
117,Special Report: Global Warming of 1.5c Chapter 3 Impacts of 1.5ï¿½C of Global Warming on Natural and Human Systems,2018,Line Chart,Time Series,Spread of projected multimodel changes in minimum annual night-time temperature (TNn) in Arctic land (left),https://www.ipcc.ch/site/assets/uploads/sites/2/2019/02/SR15_Chapter3_Low_Res.pdf
118,Special Report: Global Warming of 1.5c Chapter 3 Impacts of 1.5ï¿½C of Global Warming on Natural and Human Systems,2018,Line Chart,None,The multimodel mean value is displayed with solid red and blue lines for two emissions pathways (blue: Representative Concentration Pathway (RCP)4.5; red: RCP8.5).,https://www.ipcc.ch/site/assets/uploads/sites/2/2019/02/SR15_Chapter3_Low_Res.pdf
119,Special Report: Global Warming of 1.5c Chapter 4 Strengthening and Implementing the Global Response,2018,Bar Graph,Line Chart,Increase of the global electric car stock by country (2013ï¿½ 2017),https://www.ipcc.ch/site/assets/uploads/sites/2/2019/02/SR15_Chapter4_Low_Res.pdf
120,Special Report: Global Warming of 1.5c Chapter 4 Strengthening and Implementing the Global Response,2018,Unknown,None,"Evidence on carbon dioxide removal (CDR) abatement costs, 2050 deployment potentials, and key side effects.",https://www.ipcc.ch/site/assets/uploads/sites/2/2019/02/SR15_Chapter4_Low_Res.pdf
121,Special Report: Global Warming of 1.5c Chapter 4 Strengthening and Implementing the Global Response,2018,Line Chart,None,"Evolution of hypothetical SRM deployment (based on stratospheric aerosols injection, or SAI) in the context of 1.5ï¿½C-consistent pathways.",https://www.ipcc.ch/site/assets/uploads/sites/2/2019/02/SR15_Chapter4_Low_Res.pdf
122,"Special Report: Global Warming of 1.5c Chapter 5 Sustainable Development, Poverty Eradication and Reducing Inequalities",2018,Wedge Stack Graph,None,Synergies and trade-offs and gross Sustainable Development Goal (SDG)-interaction with individual mitigation options.,https://www.ipcc.ch/site/assets/uploads/sites/2/2019/02/SR15_Chapter5_Low_Res.pdf
